feature_1,feature_2,correlation,abs_correlation
GROUNDNUT PRODUCTION (1000 tons),OILSEEDS PRODUCTION (1000 tons),0.6037922786188386,0.6037922786188386
WHEAT YIELD (Kg per ha),BARLEY YIELD (Kg per ha),0.5985009832403578,0.5985009832403578
RABI SORGHUM PRODUCTION (1000 tons),SAFFLOWER PRODUCTION (1000 tons),0.5974197763266286,0.5974197763266286
RABI SORGHUM AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),0.589139819800776,0.589139819800776
WHEAT AREA (1000 ha),BARLEY YIELD (Kg per ha),0.5835555946874741,0.5835555946874741
KHARIF SORGHUM PRODUCTION (1000 tons),SORGHUM AREA (1000 ha),0.5730729233994509,0.5730729233994509
WHEAT PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),0.5622206386552159,0.5622206386552159
RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),0.5297650987533032,0.5297650987533032
GROUNDNUT PRODUCTION (1000 tons),OILSEEDS AREA (1000 ha),0.5237745356653408,0.5237745356653408
SORGHUM PRODUCTION (1000 tons),PIGEONPEA AREA (1000 ha),0.521420685385703,0.521420685385703
PEARL MILLET AREA (1000 ha),FODDER AREA (1000 ha),0.519080741190172,0.519080741190172
PEARL MILLET PRODUCTION (1000 tons),RAPESEED AND MUSTARD PRODUCTION (1000 tons),0.5189008723485458,0.5189008723485458
RABI SORGHUM PRODUCTION (1000 tons),SUNFLOWER AREA (1000 ha),0.5075389097398875,0.5075389097398875
GROUNDNUT AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),0.5068695090857197,0.5068695090857197
BARLEY YIELD (Kg per ha),RAPESEED AND MUSTARD YIELD (Kg per ha),0.5057820948332049,0.5057820948332049
RABI SORGHUM PRODUCTION (1000 tons),SUNFLOWER PRODUCTION (1000 tons),0.49827550364578377,0.49827550364578377
PEARL MILLET PRODUCTION (1000 tons),RAPESEED AND MUSTARD AREA (1000 ha),0.4945490560230412,0.4945490560230412
WHEAT PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),0.4883942143889224,0.4883942143889224
VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),0.4711082263604284,0.4711082263604284
SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),0.469109858534143,0.469109858534143
WHEAT AREA (1000 ha),RAPESEED AND MUSTARD YIELD (Kg per ha),0.46771690234798674,0.46771690234798674
MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),0.4605463887872743,0.4605463887872743
RABI SORGHUM PRODUCTION (1000 tons),PIGEONPEA AREA (1000 ha),0.4592600280423322,0.4592600280423322
SORGHUM PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),0.4541375508498548,0.4541375508498548
CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),0.4500817104605546,0.4500817104605546
OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),0.448013684963923,0.448013684963923
SORGHUM AREA (1000 ha),PIGEONPEA AREA (1000 ha),0.44596478459639455,0.44596478459639455
SOYABEAN PRODUCTION (1000 tons),OILSEEDS PRODUCTION (1000 tons),0.44427978175533617,0.44427978175533617
Dist Code,SORGHUM YIELD (Kg per ha),-0.435157349342655,0.435157349342655
KHARIF SORGHUM PRODUCTION (1000 tons),COTTON AREA (1000 ha),0.4347430745730004,0.4347430745730004
RABI SORGHUM YIELD (Kg per ha),SORGHUM YIELD (Kg per ha),0.43380784068596967,0.43380784068596967
RICE YIELD (Kg per ha),MAIZE YIELD (Kg per ha),0.433161972832639,0.433161972832639
Dist Code,KHARIF SORGHUM YIELD (Kg per ha),-0.43306910255555736,0.43306910255555736
SORGHUM PRODUCTION (1000 tons),SUNFLOWER PRODUCTION (1000 tons),0.4260933878264552,0.4260933878264552
SOYABEAN AREA (1000 ha),SOYABEAN YIELD (Kg per ha),0.4248961612337759,0.4248961612337759
FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),0.4240296289232546,0.4240296289232546
BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),0.41833474740391585,0.41833474740391585
SOYABEAN AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),0.41796493891223685,0.41796493891223685
SORGHUM PRODUCTION (1000 tons),SUNFLOWER AREA (1000 ha),0.41726896403309244,0.41726896403309244
RICE AREA (1000 ha),VEGETABLES AREA (1000 ha),0.4132300264917001,0.4132300264917001
SOYABEAN AREA (1000 ha),OILSEEDS AREA (1000 ha),0.4114304654947017,0.4114304654947017
KHARIF SORGHUM AREA (1000 ha),COTTON AREA (1000 ha),0.41115575784421104,0.41115575784421104
RICE PRODUCTION (1000 tons),FRUITS AND VEGETABLES AREA (1000 ha),0.4087240395438138,0.4087240395438138
SORGHUM PRODUCTION (1000 tons),COTTON AREA (1000 ha),0.4069328433631453,0.4069328433631453
PIGEONPEA AREA (1000 ha),SAFFLOWER AREA (1000 ha),0.4037796045487424,0.4037796045487424
Dist Code,VEGETABLES AREA (1000 ha),0.40257768186012427,0.40257768186012427
RABI SORGHUM AREA (1000 ha),SUNFLOWER AREA (1000 ha),0.40237916750801855,0.40237916750801855
SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),0.40100059961088635,0.40100059961088635
SORGHUM PRODUCTION (1000 tons),PIGEONPEA PRODUCTION (1000 tons),0.3989894991495709,0.3989894991495709
PIGEONPEA AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),0.3988495441833549,0.3988495441833549
RICE PRODUCTION (1000 tons),VEGETABLES AREA (1000 ha),0.3981579782662787,0.3981579782662787
RAPESEED AND MUSTARD PRODUCTION (1000 tons),OILSEEDS PRODUCTION (1000 tons),0.39778017327682935,0.39778017327682935
COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),0.39755170484404034,0.39755170484404034
SORGHUM YIELD (Kg per ha),PEARL MILLET YIELD (Kg per ha),0.3973649168501603,0.3973649168501603
KHARIF SORGHUM PRODUCTION (1000 tons),SAFFLOWER PRODUCTION (1000 tons),0.39698279064108727,0.39698279064108727
CHICKPEA PRODUCTION (1000 tons),SOYABEAN AREA (1000 ha),0.3965161215790973,0.3965161215790973
RICE YIELD (Kg per ha),SUNFLOWER YIELD (Kg per ha),0.39595271758335043,0.39595271758335043
RABI SORGHUM PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),0.3950015511116059,0.3950015511116059
Year,MAIZE YIELD (Kg per ha),0.3938660653066719,0.3938660653066719
KHARIF SORGHUM PRODUCTION (1000 tons),SAFFLOWER AREA (1000 ha),0.39301747525891534,0.39301747525891534
RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),0.3909489040232664,0.3909489040232664
RICE YIELD (Kg per ha),SUGARCANE YIELD (Kg per ha),0.38939201885569713,0.38939201885569713
Year,RICE YIELD (Kg per ha),0.3882494189623007,0.3882494189623007
FINGER MILLET AREA (1000 ha),FINGER MILLET YIELD (Kg per ha),0.38720529253340313,0.38720529253340313
CHICKPEA PRODUCTION (1000 tons),SOYABEAN PRODUCTION (1000 tons),0.383041213729101,0.383041213729101
Year,SUNFLOWER YIELD (Kg per ha),0.3819471259963648,0.3819471259963648
MAIZE YIELD (Kg per ha),SUNFLOWER YIELD (Kg per ha),0.3809117738891909,0.3809117738891909
SORGHUM AREA (1000 ha),SAFFLOWER YIELD (Kg per ha),0.3808021869437578,0.3808021869437578
GROUNDNUT PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),0.3790554797696456,0.3790554797696456
Dist Code,RICE AREA (1000 ha),0.37866795052763674,0.37866795052763674
SORGHUM AREA (1000 ha),SUNFLOWER AREA (1000 ha),0.37851784864826166,0.37851784864826166
RICE AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),0.37677801963891083,0.37677801963891083
SOYABEAN PRODUCTION (1000 tons),OILSEEDS AREA (1000 ha),0.37598399679294636,0.37598399679294636
RABI SORGHUM AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),0.3759374034566424,0.3759374034566424
Year,WHEAT YIELD (Kg per ha),0.3754234199293079,0.3754234199293079
KHARIF SORGHUM YIELD (Kg per ha),SORGHUM PRODUCTION (1000 tons),0.37258902174786296,0.37258902174786296
BARLEY YIELD (Kg per ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),0.37141193901502995,0.37141193901502995
SAFFLOWER PRODUCTION (1000 tons),SUNFLOWER AREA (1000 ha),0.3709369219221922,0.3709369219221922
SORGHUM YIELD (Kg per ha),GROUNDNUT YIELD (Kg per ha),0.3701733285501667,0.3701733285501667
BARLEY YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),0.369952244238213,0.369952244238213
WHEAT YIELD (Kg per ha),FINGER MILLET YIELD (Kg per ha),-0.3698661416718834,0.3698661416718834
RABI SORGHUM YIELD (Kg per ha),SUGARCANE YIELD (Kg per ha),0.36985311432887,0.36985311432887
Year,SOYABEAN YIELD (Kg per ha),0.3689162480011828,0.3689162480011828
KHARIF SORGHUM PRODUCTION (1000 tons),PIGEONPEA AREA (1000 ha),0.3686726282932358,0.3686726282932358
RAPESEED AND MUSTARD AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),0.3670056492804593,0.3670056492804593
RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD YIELD (Kg per ha),0.36570216081391,0.36570216081391
SAFFLOWER PRODUCTION (1000 tons),SUNFLOWER PRODUCTION (1000 tons),0.36429178065525714,0.36429178065525714
RABI SORGHUM AREA (1000 ha),PIGEONPEA AREA (1000 ha),0.3618289932166736,0.3618289932166736
KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),0.3614844255091849,0.3614844255091849
GROUNDNUT YIELD (Kg per ha),OILSEEDS YIELD (Kg per ha),0.3611627835513237,0.3611627835513237
RABI SORGHUM YIELD (Kg per ha),MAIZE YIELD (Kg per ha),0.3601477528611099,0.3601477528611099
SORGHUM AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),0.35985624755074597,0.35985624755074597
KHARIF SORGHUM YIELD (Kg per ha),PEARL MILLET YIELD (Kg per ha),0.35847875732484197,0.35847875732484197
BARLEY PRODUCTION (1000 tons),RAPESEED AND MUSTARD AREA (1000 ha),0.3571026664819865,0.3571026664819865
PIGEONPEA AREA (1000 ha),SAFFLOWER YIELD (Kg per ha),0.3557359713182475,0.3557359713182475
PEARL MILLET AREA (1000 ha),MINOR PULSES AREA (1000 ha),0.35550575952021773,0.35550575952021773
WHEAT YIELD (Kg per ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),0.35385315365119807,0.35385315365119807
RABI SORGHUM YIELD (Kg per ha),FINGER MILLET YIELD (Kg per ha),0.3514005005879492,0.3514005005879492
KHARIF SORGHUM AREA (1000 ha),SAFFLOWER AREA (1000 ha),0.3502222516163432,0.3502222516163432
GROUNDNUT YIELD (Kg per ha),SUGARCANE YIELD (Kg per ha),0.3485676188901553,0.3485676188901553
Year,RAPESEED AND MUSTARD YIELD (Kg per ha),0.34651562857117124,0.34651562857117124
PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),0.34616844436539823,0.34616844436539823
SUNFLOWER AREA (1000 ha),OILSEEDS AREA (1000 ha),0.34604380612598745,0.34604380612598745
WHEAT YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),0.34603130762486106,0.34603130762486106
WHEAT AREA (1000 ha),BARLEY PRODUCTION (1000 tons),0.34410422607169266,0.34410422607169266
BARLEY PRODUCTION (1000 tons),RAPESEED AND MUSTARD PRODUCTION (1000 tons),0.34404441146682807,0.34404441146682807
SUNFLOWER PRODUCTION (1000 tons),OILSEEDS AREA (1000 ha),0.3440177095659517,0.3440177095659517
RABI SORGHUM AREA (1000 ha),SAFFLOWER YIELD (Kg per ha),0.34024414831287775,0.34024414831287775
SAFFLOWER AREA (1000 ha),SUNFLOWER AREA (1000 ha),0.3399368132811921,0.3399368132811921
KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM YIELD (Kg per ha),0.3394436539968718,0.3394436539968718
GROUNDNUT AREA (1000 ha),CASTOR YIELD (Kg per ha),0.3392686616375177,0.3392686616375177
PIGEONPEA AREA (1000 ha),COTTON AREA (1000 ha),0.3373030802124315,0.3373030802124315
PIGEONPEA AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),0.3366188480383152,0.3366188480383152
FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),0.3360448432505601,0.3360448432505601
SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),0.33491320275178915,0.33491320275178915
CASTOR AREA (1000 ha),CASTOR YIELD (Kg per ha),0.3345530804425938,0.3345530804425938
PIGEONPEA AREA (1000 ha),SUNFLOWER AREA (1000 ha),0.33421689841391544,0.33421689841391544
RICE YIELD (Kg per ha),WHEAT PRODUCTION (1000 tons),0.332174521572608,0.332174521572608
KHARIF SORGHUM AREA (1000 ha),PIGEONPEA AREA (1000 ha),0.33065592337075916,0.33065592337075916
CASTOR YIELD (Kg per ha),OILSEEDS PRODUCTION (1000 tons),0.33064615102016626,0.33064615102016626
PEARL MILLET PRODUCTION (1000 tons),BARLEY PRODUCTION (1000 tons),0.3304355840108777,0.3304355840108777
CASTOR YIELD (Kg per ha),COTTON PRODUCTION (1000 tons),0.32867840973840645,0.32867840973840645
SESAMUM PRODUCTION (1000 tons),VEGETABLES AREA (1000 ha),0.32806778066527126,0.32806778066527126
WHEAT PRODUCTION (1000 tons),RAPESEED AND MUSTARD PRODUCTION (1000 tons),0.3279214553011778,0.3279214553011778
KHARIF SORGHUM PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),0.32745522139029515,0.32745522139029515
Dist Code,FRUITS AND VEGETABLES AREA (1000 ha),0.3265277377567465,0.3265277377567465
SESAMUM YIELD (Kg per ha),VEGETABLES AREA (1000 ha),0.3259015772670594,0.3259015772670594
SAFFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),0.32508893407815165,0.32508893407815165
Dist Code,State Code,0.32473012099622733,0.32473012099622733
SAFFLOWER AREA (1000 ha),SAFFLOWER YIELD (Kg per ha),0.3243713241312938,0.3243713241312938
WHEAT AREA (1000 ha),PEARL MILLET YIELD (Kg per ha),0.3243526154683854,0.3243526154683854
CASTOR YIELD (Kg per ha),COTTON YIELD (Kg per ha),0.32380418528613397,0.32380418528613397
MAIZE YIELD (Kg per ha),GROUNDNUT YIELD (Kg per ha),0.3235837498280536,0.3235837498280536
MINOR PULSES AREA (1000 ha),SESAMUM AREA (1000 ha),0.3210754863869383,0.3210754863869383
WHEAT PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),0.31929345527633873,0.31929345527633873
FINGER MILLET YIELD (Kg per ha),SUGARCANE YIELD (Kg per ha),0.3190588797815836,0.3190588797815836
RICE YIELD (Kg per ha),FRUITS AREA (1000 ha),0.3188332777278523,0.3188332777278523
KHARIF SORGHUM AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),0.31770018027034197,0.31770018027034197
KHARIF SORGHUM PRODUCTION (1000 tons),PIGEONPEA PRODUCTION (1000 tons),0.31760315180673804,0.31760315180673804
FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),0.3175427100952208,0.3175427100952208
KHARIF SORGHUM YIELD (Kg per ha),GROUNDNUT YIELD (Kg per ha),0.3172818500906092,0.3172818500906092
SORGHUM AREA (1000 ha),COTTON AREA (1000 ha),0.3168039203939202,0.3168039203939202
CHICKPEA AREA (1000 ha),SOYABEAN AREA (1000 ha),0.316766847633279,0.316766847633279
State Code,KHARIF SORGHUM YIELD (Kg per ha),-0.31625125475592614,0.31625125475592614
WHEAT YIELD (Kg per ha),PEARL MILLET YIELD (Kg per ha),0.31621461747196333,0.31621461747196333
PEARL MILLET PRODUCTION (1000 tons),FODDER AREA (1000 ha),0.3157758628445084,0.3157758628445084
KHARIF SORGHUM YIELD (Kg per ha),SOYABEAN YIELD (Kg per ha),0.31402918416282183,0.31402918416282183
State Code,SORGHUM YIELD (Kg per ha),-0.31211637623134575,0.31211637623134575
SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),0.3119825921491799,0.3119825921491799
MAIZE YIELD (Kg per ha),FINGER MILLET YIELD (Kg per ha),0.3113406586880196,0.3113406586880196
RABI SORGHUM PRODUCTION (1000 tons),PIGEONPEA PRODUCTION (1000 tons),0.3110134490751057,0.3110134490751057
GROUNDNUT YIELD (Kg per ha),OILSEEDS PRODUCTION (1000 tons),0.30890051899849813,0.30890051899849813
SAFFLOWER YIELD (Kg per ha),SUNFLOWER PRODUCTION (1000 tons),0.30842801243923107,0.30842801243923107
WHEAT AREA (1000 ha),PIGEONPEA YIELD (Kg per ha),0.30790952175575875,0.30790952175575875
RICE YIELD (Kg per ha),FINGER MILLET YIELD (Kg per ha),0.3064426711580051,0.3064426711580051
FINGER MILLET YIELD (Kg per ha),FRUITS AREA (1000 ha),0.3060722720528809,0.3060722720528809
FINGER MILLET YIELD (Kg per ha),BARLEY YIELD (Kg per ha),-0.3053660104240637,0.3053660104240637
FINGER MILLET YIELD (Kg per ha),RAPESEED AND MUSTARD YIELD (Kg per ha),-0.30517665195796334,0.30517665195796334
Dist Code,PEARL MILLET YIELD (Kg per ha),-0.3048739386562201,0.3048739386562201
GROUNDNUT YIELD (Kg per ha),COTTON YIELD (Kg per ha),0.30371609612369965,0.30371609612369965
RICE PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),0.30258157733751,0.30258157733751
Dist Code,KHARIF SORGHUM AREA (1000 ha),-0.30243429050192167,0.30243429050192167
CHICKPEA AREA (1000 ha),FODDER AREA (1000 ha),0.30171094263305764,0.30171094263305764
MAIZE YIELD (Kg per ha),SUGARCANE YIELD (Kg per ha),0.3010802069519022,0.3010802069519022
WHEAT PRODUCTION (1000 tons),BARLEY PRODUCTION (1000 tons),0.29991319223231233,0.29991319223231233
RAPESEED AND MUSTARD AREA (1000 ha),OILSEEDS AREA (1000 ha),0.29975043418021496,0.29975043418021496
PEARL MILLET YIELD (Kg per ha),GROUNDNUT YIELD (Kg per ha),0.2992309029639274,0.2992309029639274
WHEAT YIELD (Kg per ha),CHICKPEA YIELD (Kg per ha),0.2984065105013131,0.2984065105013131
SORGHUM PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),0.29783439539234263,0.29783439539234263
KHARIF SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),0.29711818641163323,0.29711818641163323
SUNFLOWER YIELD (Kg per ha),SUGARCANE YIELD (Kg per ha),0.29705104006274236,0.29705104006274236
WHEAT PRODUCTION (1000 tons),RAPESEED AND MUSTARD AREA (1000 ha),0.29697088647641184,0.29697088647641184
SESAMUM YIELD (Kg per ha),FRUITS AND VEGETABLES AREA (1000 ha),0.29671865305390277,0.29671865305390277
RABI SORGHUM YIELD (Kg per ha),BARLEY YIELD (Kg per ha),-0.2957733919344675,0.2957733919344675
RICE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),0.2951584259884141,0.2951584259884141
CHICKPEA AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),0.29484404763734856,0.29484404763734856
Year,GROUNDNUT YIELD (Kg per ha),0.29473712367651167,0.29473712367651167
PIGEONPEA PRODUCTION (1000 tons),COTTON AREA (1000 ha),0.29456915268999057,0.29456915268999057
RAPESEED AND MUSTARD PRODUCTION (1000 tons),OILSEEDS AREA (1000 ha),0.29440032036773633,0.29440032036773633
RICE YIELD (Kg per ha),FRUITS AND VEGETABLES AREA (1000 ha),0.2942747169056375,0.2942747169056375
CHICKPEA PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),0.2941411805355775,0.2941411805355775
RABI SORGHUM YIELD (Kg per ha),GROUNDNUT YIELD (Kg per ha),0.2930877585428814,0.2930877585428814
Year,MINOR PULSES YIELD (Kg per ha),0.2925293304366121,0.2925293304366121
SORGHUM AREA (1000 ha),OILSEEDS AREA (1000 ha),0.29229385677470476,0.29229385677470476
SAFFLOWER YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),0.29225170399078193,0.29225170399078193
MAIZE YIELD (Kg per ha),OILSEEDS YIELD (Kg per ha),0.29182981733943003,0.29182981733943003
SORGHUM PRODUCTION (1000 tons),OILSEEDS AREA (1000 ha),0.2917638908625902,0.2917638908625902
RICE PRODUCTION (1000 tons),POTATOES AREA (1000 ha),0.29144167028478724,0.29144167028478724
SORGHUM YIELD (Kg per ha),MAIZE YIELD (Kg per ha),0.2891187619628638,0.2891187619628638
OILSEEDS PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),0.28901959869114335,0.28901959869114335
BARLEY AREA (1000 ha),BARLEY YIELD (Kg per ha),0.28900146448626896,0.28900146448626896
PIGEONPEA PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),0.2889962028578772,0.2889962028578772
WHEAT PRODUCTION (1000 tons),COTTON PRODUCTION (1000 tons),0.288687904086804,0.288687904086804
SORGHUM YIELD (Kg per ha),SOYABEAN YIELD (Kg per ha),0.2880518885148424,0.2880518885148424
KHARIF SORGHUM YIELD (Kg per ha),SUGARCANE YIELD (Kg per ha),0.28773320566125143,0.28773320566125143
PIGEONPEA YIELD (Kg per ha),RAPESEED AND MUSTARD YIELD (Kg per ha),0.2876292389427896,0.2876292389427896
CASTOR YIELD (Kg per ha),OILSEEDS AREA (1000 ha),0.2868086305302459,0.2868086305302459
SORGHUM AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),0.2866591640837651,0.2866591640837651
PEARL MILLET AREA (1000 ha),RAPESEED AND MUSTARD AREA (1000 ha),0.28654828797909404,0.28654828797909404
RABI SORGHUM YIELD (Kg per ha),OILSEEDS YIELD (Kg per ha),0.2854333676591457,0.2854333676591457
State Code,SUGARCANE YIELD (Kg per ha),-0.28522303821805856,0.28522303821805856
WHEAT AREA (1000 ha),FINGER MILLET YIELD (Kg per ha),-0.2849165438542145,0.2849165438542145
RABI SORGHUM YIELD (Kg per ha),COTTON YIELD (Kg per ha),0.2843498206693173,0.2843498206693173
PEARL MILLET YIELD (Kg per ha),RAPESEED AND MUSTARD YIELD (Kg per ha),0.284031194959861,0.284031194959861
State Code,CASTOR YIELD (Kg per ha),-0.2812297850889105,0.2812297850889105
WHEAT YIELD (Kg per ha),PIGEONPEA YIELD (Kg per ha),0.2793963865930582,0.2793963865930582
SORGHUM YIELD (Kg per ha),OILSEEDS YIELD (Kg per ha),0.2787286056378602,0.2787286056378602
PIGEONPEA PRODUCTION (1000 tons),SAFFLOWER PRODUCTION (1000 tons),0.278694957069136,0.278694957069136
