year,state,crop,loss_type,stage,loss_percentage,source_pdf_page,source_table,source_row
2022,Madhya Pradesh,Milk,Farm Operations,Total loss in farm operations,3.16,276,1,29
2022,Madhya Pradesh,Milk,Market Operations,Godown,0.08,276,1,29
2022,Madhya Pradesh,Milk,Market Operations,Wholesalers,1.81,276,1,29
2022,Madhya Pradesh,Milk,Market Operations,Retailers,0.29,276,1,29
2022,Madhya Pradesh,Milk,Market Operations,Processing unit,0.81,276,1,29
2022,Madhya Pradesh,Milk,Market Operations,Transport,0.14,276,1,29
2022,Madhya Pradesh,Milk,Market Operations,Total loss in market operations,3.14,276,1,29
2022,Madhya Pradesh,Mustard,Farm Operations,Harvesting,1.46,276,1,33
2022,Madhya Pradesh,Mustard,Farm Operations,Collection,0.55,276,1,33
2022,Madhya Pradesh,Mustard,Farm Operations,Threshing,1.6,276,1,33
2022,Madhya Pradesh,Mustard,Farm Operations,Winnowing/Cleaning,0.56,276,1,33
2022,Madhya Pradesh,Mustard,Farm Operations,Drying,0.14,276,1,33
2022,Madhya Pradesh,Mustard,Farm Operations,Packaging,0.13,276,1,33
2022,Madhya Pradesh,Mustard,Farm Operations,Farm level storage,0.01,276,1,33
2022,Madhya Pradesh,Mustard,Farm Operations,Transport,0.06,276,1,33
2022,Madhya Pradesh,Mustard,Farm Operations,Total loss in farm operations,4.51,276,1,33
2022,Madhya Pradesh,Mustard,Market Operations,Godown,0.004,276,1,33
2022,Madhya Pradesh,Mustard,Market Operations,Wholesalers,0.04,276,1,33
2022,Madhya Pradesh,Mustard,Market Operations,Retailers,0.04,276,1,33
2022,Madhya Pradesh,Mustard,Market Operations,Processing unit,0.02,276,1,33
2022,Madhya Pradesh,Mustard,Market Operations,Transport,0.24,276,1,33
2022,Madhya Pradesh,Mustard,Market Operations,Total loss in market operations,0.34,276,1,33
2022,Madhya Pradesh,Mustard,Total,Overall total loss,4.86,276,1,33
2022,Madhya Pradesh,Onion,Farm Operations,Harvesting,2.67,276,1,36
2022,Madhya Pradesh,Onion,Farm Operations,Collection,0.42,276,1,36
2022,Madhya Pradesh,Onion,Farm Operations,Sorting/Grading,1.19,276,1,36
2022,Madhya Pradesh,Onion,Farm Operations,Packaging,0.08,276,1,36
2022,Madhya Pradesh,Onion,Farm Operations,Farm level storage,1.02,276,1,36
2022,Madhya Pradesh,Onion,Farm Operations,Transport,0.49,276,1,36
2022,Madhya Pradesh,Onion,Farm Operations,Total loss in farm operations,5.87,276,1,36
2022,Madhya Pradesh,Onion,Market Operations,Godown,0.36,276,1,36
2022,Madhya Pradesh,Onion,Market Operations,Wholesalers,0.99,276,1,36
2022,Madhya Pradesh,Onion,Market Operations,Retailers,0.59,276,1,36
2022,Madhya Pradesh,Onion,Market Operations,Processing unit,0.01,276,1,36
2022,Madhya Pradesh,Onion,Market Operations,Transport,0.28,276,1,36
2022,Madhya Pradesh,Onion,Market Operations,Total loss in market operations,2.24,276,1,36
2022,Madhya Pradesh,Onion,Total,Overall total loss,8.11,276,1,36
2022,Madhya Pradesh,Pigeon Pea,Farm Operations,Harvesting,1.26,277,1,7
2022,Madhya Pradesh,Pigeon Pea,Farm Operations,Collection,0.4,277,1,7
2022,Madhya Pradesh,Pigeon Pea,Farm Operations,Threshing,2.08,277,1,7
2022,Madhya Pradesh,Pigeon Pea,Farm Operations,Winnowing/Cleaning,0.55,277,1,7
2022,Madhya Pradesh,Pigeon Pea,Farm Operations,Drying,0.24,277,1,7
2022,Madhya Pradesh,Pigeon Pea,Farm Operations,Packaging,0.16,277,1,7
2022,Madhya Pradesh,Pigeon Pea,Farm Operations,Farm level storage,0.4,277,1,7
2022,Madhya Pradesh,Pigeon Pea,Farm Operations,Transport,0.16,277,1,7
2022,Madhya Pradesh,Pigeon Pea,Farm Operations,Total loss in farm operations,5.24,277,1,7
2022,Madhya Pradesh,Pigeon Pea,Market Operations,Godown,0.16,277,1,7
2022,Madhya Pradesh,Pigeon Pea,Market Operations,Wholesalers,0.12,277,1,7
2022,Madhya Pradesh,Pigeon Pea,Market Operations,Retailers,0.18,277,1,7
2022,Madhya Pradesh,Pigeon Pea,Market Operations,Processing unit,0.45,277,1,7
2022,Madhya Pradesh,Pigeon Pea,Market Operations,Transport,0.28,277,1,7
2022,Madhya Pradesh,Pigeon Pea,Market Operations,Total loss in market operations,1.19,277,1,7
2022,Madhya Pradesh,Pigeon Pea,Total,Overall total loss,6.43,277,1,7
2022,Madhya Pradesh,Sorghum,Farm Operations,Harvesting,1.95,277,1,10
2022,Madhya Pradesh,Sorghum,Farm Operations,Collection,0.36,277,1,10
2022,Madhya Pradesh,Sorghum,Farm Operations,Threshing,1.96,277,1,10
2022,Madhya Pradesh,Sorghum,Farm Operations,Winnowing/Cleaning,0.45,277,1,10
2022,Madhya Pradesh,Sorghum,Farm Operations,Drying,0.11,277,1,10
2022,Madhya Pradesh,Sorghum,Farm Operations,Packaging,0.19,277,1,10
2022,Madhya Pradesh,Sorghum,Farm Operations,Farm level storage,0.2,277,1,10
2022,Madhya Pradesh,Sorghum,Farm Operations,Transport,0.14,277,1,10
2022,Madhya Pradesh,Sorghum,Farm Operations,Total loss in farm operations,5.37,277,1,10
2022,Madhya Pradesh,Sorghum,Market Operations,Godown,0.08,277,1,10
2022,Madhya Pradesh,Sorghum,Market Operations,Wholesalers,0.94,277,1,10
2022,Madhya Pradesh,Sorghum,Market Operations,Retailers,0.15,277,1,10
2022,Madhya Pradesh,Sorghum,Market Operations,Processing unit,0.02,277,1,10
2022,Madhya Pradesh,Sorghum,Market Operations,Transport,0.21,277,1,10
2022,Madhya Pradesh,Sorghum,Market Operations,Total loss in market operations,1.39,277,1,10
2022,Madhya Pradesh,Sorghum,Total,Overall total loss,6.76,277,1,10
2022,Madhya Pradesh,Tomato,Farm Operations,Harvesting,2.62,277,1,12
2022,Madhya Pradesh,Tomato,Farm Operations,Collection,0.83,277,1,12
2022,Madhya Pradesh,Tomato,Farm Operations,Threshing,1.09,277,1,12
2022,Madhya Pradesh,Tomato,Farm Operations,Winnowing/Cleaning,0.25,277,1,12
2022,Madhya Pradesh,Tomato,Farm Operations,Drying,0.09,277,1,12
2022,Madhya Pradesh,Tomato,Farm Operations,Packaging,0.43,277,1,12
2022,Madhya Pradesh,Tomato,Farm Operations,Farm level storage,0.71,277,1,12
2022,Madhya Pradesh,Tomato,Farm Operations,Transport,0.36,277,1,12
2022,Madhya Pradesh,Tomato,Farm Operations,Total loss in farm operations,6.37,277,1,12
2022,Madhya Pradesh,Tomato,Market Operations,Godown,0.05,277,1,12
2022,Madhya Pradesh,Tomato,Market Operations,Wholesalers,0.52,277,1,12
2022,Madhya Pradesh,Tomato,Market Operations,Retailers,0.18,277,1,12
2022,Madhya Pradesh,Tomato,Market Operations,Processing unit,0.18,277,1,12
2022,Madhya Pradesh,Tomato,Market Operations,Transport,0.06,277,1,12
2022,Madhya Pradesh,Tomato,Market Operations,Total loss in market operations,0.99,277,1,12
2022,Maharashtra,Bajra,Farm Operations,Harvesting,0.97,277,2,13
2022,Maharashtra,Bajra,Farm Operations,Collection,0.3,277,2,13
2022,Maharashtra,Bajra,Farm Operations,Threshing,0.97,277,2,13
2022,Maharashtra,Bajra,Farm Operations,Winnowing/Cleaning,0.17,277,2,13
2022,Maharashtra,Bajra,Farm Operations,Drying,0.22,277,2,13
2022,Maharashtra,Bajra,Farm Operations,Packaging,0.24,277,2,13
2022,Maharashtra,Bajra,Farm Operations,Farm level storage,0.26,277,2,13
2022,Maharashtra,Bajra,Farm Operations,Transport,0.26,277,2,13
2022,Maharashtra,Bajra,Market Operations,Godown,0.11,277,2,13
2022,Maharashtra,Bajra,Market Operations,Wholesalers,0.07,277,2,13
2022,Maharashtra,Bajra,Market Operations,Retailers,0.13,277,2,13
2022,Maharashtra,Bajra,Market Operations,Processing unit,0.16,277,2,13
2022,Maharashtra,Bajra,Market Operations,Transport,0.34,277,2,13
2022,Maharashtra,Bajra,Market Operations,Total loss in market operations,0.81,277,2,13
2022,Maharashtra,Bajra,Total,Overall total loss,4.21,277,2,13
2022,Maharashtra,Black gram,Farm Operations,Harvesting,1.88,277,2,17
2022,Maharashtra,Black gram,Farm Operations,Collection,1.09,277,2,17
2022,Maharashtra,Black gram,Farm Operations,Threshing,1.55,277,2,17
2022,Maharashtra,Black gram,Farm Operations,Winnowing/Cleaning,0.72,277,2,17
2022,Maharashtra,Black gram,Farm Operations,Drying,0.46,277,2,17
2022,Maharashtra,Black gram,Farm Operations,Packaging,0.32,277,2,17
2022,Maharashtra,Black gram,Farm Operations,Farm level storage,0.51,277,2,17
2022,Maharashtra,Black gram,Farm Operations,Transport,0.14,277,2,17
2022,Maharashtra,Black gram,Market Operations,Godown,0.03,277,2,17
2022,Maharashtra,Black gram,Market Operations,Wholesalers,0.34,277,2,17
2022,Maharashtra,Black gram,Market Operations,Retailers,0.18,277,2,17
2022,Maharashtra,Black gram,Market Operations,Processing unit,0.05,277,2,17
2022,Maharashtra,Black gram,Market Operations,Transport,0.22,277,2,17
2022,Maharashtra,Black gram,Market Operations,Total loss in market operations,0.82,277,2,17
2022,Maharashtra,Black gram,Total,Overall total loss,7.48,277,2,17
2022,Maharashtra,Citrus,Farm Operations,Harvesting,1.16,277,2,20
2022,Maharashtra,Citrus,Farm Operations,Collection,0.96,277,2,20
2022,Maharashtra,Citrus,Farm Operations,Threshing,1.54,277,2,20
2022,Maharashtra,Citrus,Farm Operations,Winnowing/Cleaning,0.2,277,2,20
2022,Maharashtra,Citrus,Farm Operations,Drying,0.24,277,2,20
2022,Maharashtra,Citrus,Farm Operations,Packaging,0.16,277,2,20
2022,Maharashtra,Citrus,Farm Operations,Farm level storage,0.17,277,2,20
2022,Maharashtra,Citrus,Farm Operations,Transport,0.17,277,2,20
2022,Maharashtra,Citrus,Market Operations,Godown,0.01,277,2,20
2022,Maharashtra,Citrus,Market Operations,Wholesalers,0.1,277,2,20
2022,Maharashtra,Citrus,Market Operations,Retailers,0.12,277,2,20
2022,Maharashtra,Citrus,Market Operations,Processing unit,0.1,277,2,20
2022,Maharashtra,Citrus,Market Operations,Transport,0.48,277,2,20
2022,Maharashtra,Citrus,Market Operations,Total loss in market operations,0.8,277,2,20
2022,Maharashtra,Eggs,Farm Operations,Harvesting,1.83,277,2,23
2022,Maharashtra,Eggs,Farm Operations,Collection,0.28,277,2,23
2022,Maharashtra,Eggs,Farm Operations,Drying,0.08,277,2,23
2022,Maharashtra,Eggs,Farm Operations,Packaging,0.1,277,2,23
2022,Maharashtra,Eggs,Farm Operations,Farm level storage,0.1,277,2,23
2022,Maharashtra,Eggs,Farm Operations,Transport,0.16,277,2,23
2022,Maharashtra,Eggs,Market Operations,Godown,0.01,277,2,23
2022,Maharashtra,Eggs,Market Operations,Wholesalers,0.23,277,2,23
2022,Maharashtra,Eggs,Market Operations,Retailers,0.03,277,2,23
2022,Maharashtra,Eggs,Market Operations,Processing unit,0.03,277,2,23
2022,Maharashtra,Eggs,Market Operations,Transport,0.13,277,2,23
2022,Maharashtra,Eggs,Market Operations,Total loss in market operations,0.44,277,2,23
2022,Maharashtra,Green gram,Farm Operations,Harvesting,1.7,278,1,13
2022,Maharashtra,Green gram,Farm Operations,Collection,0.59,278,1,13
2022,Maharashtra,Green gram,Farm Operations,Threshing,1.4,278,1,13
2022,Maharashtra,Green gram,Farm Operations,Winnowing/Cleaning,0.33,278,1,13
2022,Maharashtra,Green gram,Farm Operations,Drying,0.32,278,1,13
2022,Maharashtra,Green gram,Farm Operations,Packaging,0.17,278,1,13
2022,Maharashtra,Green gram,Farm Operations,Farm level storage,0.37,278,1,13
2022,Maharashtra,Green gram,Farm Operations,Transport,0.14,278,1,13
2022,Maharashtra,Green gram,Market Operations,Godown,0.33,278,1,13
2022,Maharashtra,Green gram,Market Operations,Wholesalers,0.28,278,1,13
2022,Maharashtra,Green gram,Market Operations,Retailers,0.02,278,1,13
2022,Maharashtra,Green gram,Market Operations,Processing unit,0.12,278,1,13
2022,Maharashtra,Green gram,Market Operations,Transport,0.12,278,1,13
2022,Maharashtra,Green gram,Market Operations,Total loss in market operations,0.87,278,1,13
2022,Maharashtra,Green gram,Total,Overall total loss,5.9,278,1,13
2022,Maharashtra,Maize,Farm Operations,Harvesting,1.47,278,1,16
2022,Maharashtra,Maize,Farm Operations,Collection,0.41,278,1,16
2022,Maharashtra,Maize,Farm Operations,Threshing,1.32,278,1,16
2022,Maharashtra,Maize,Farm Operations,Winnowing/Cleaning,0.23,278,1,16
2022,Maharashtra,Maize,Farm Operations,Drying,0.34,278,1,16
2022,Maharashtra,Maize,Farm Operations,Packaging,0.04,278,1,16
2022,Maharashtra,Maize,Farm Operations,Farm level storage,0.27,278,1,16
2022,Maharashtra,Maize,Farm Operations,Transport,0.03,278,1,16
2022,Maharashtra,Maize,Market Operations,Godown,0.001,278,1,16
2022,Maharashtra,Maize,Market Operations,Wholesalers,0.52,278,1,16
2022,Maharashtra,Maize,Market Operations,Retailers,0.1,278,1,16
2022,Maharashtra,Maize,Market Operations,Processing unit,0.55,278,1,16
2022,Maharashtra,Maize,Market Operations,Transport,0.03,278,1,16
2022,Maharashtra,Maize,Market Operations,Total loss in market operations,1.2,278,1,16
2022,Maharashtra,Maize,Total,Overall total loss,5.3,278,1,16
2022,Maharashtra,Marine fish,Farm Operations,Harvesting,5.3,278,1,19
2022,Maharashtra,Marine fish,Farm Operations,Collection,0.6,278,1,19
2022,Maharashtra,Marine fish,Farm Operations,Sorting/Grading,0.33,278,1,19
2022,Maharashtra,Marine fish,Farm Operations,Drying,0.19,278,1,19
2022,Maharashtra,Marine fish,Farm Operations,Packaging,0.01,278,1,19
2022,Maharashtra,Marine fish,Farm Operations,Transport,0.48,278,1,19
2022,Maharashtra,Marine fish,Market Operations,Godown,0.2,278,1,19
2022,Maharashtra,Marine fish,Market Operations,Wholesalers,0.68,278,1,19
2022,Maharashtra,Marine fish,Market Operations,Retailers,0.19,278,1,19
2022,Maharashtra,Marine fish,Market Operations,Processing unit,0.32,278,1,19
2022,Maharashtra,Marine fish,Market Operations,Transport,0.51,278,1,19
2022,Maharashtra,Marine fish,Market Operations,Total loss in market operations,1.9,278,1,19
2022,Maharashtra,Marine fish,Total,Overall total loss,8.8,278,1,19
2022,Maharashtra,Milk,Farm Operations,Harvesting,0.16,278,1,22
2022,Maharashtra,Milk,Farm Operations,Collection,0.1,278,1,22
2022,Maharashtra,Milk,Farm Operations,Transport,0.06,278,1,22
2022,Maharashtra,Milk,Market Operations,Retailers,0.18,278,1,22
2022,Maharashtra,Milk,Market Operations,Processing unit,0.22,278,1,22
2022,Maharashtra,Milk,Market Operations,Transport,0.07,278,1,22
2022,Maharashtra,Milk,Market Operations,Total loss in market operations,0.33,278,1,22
2022,Maharashtra,Milk,Total,Overall total loss,0.65,278,1,22
2022,Maharashtra,Onion,Farm Operations,Harvesting,2.28,278,1,25
2022,Maharashtra,Onion,Farm Operations,Collection,0.34,278,1,25
2022,Maharashtra,Onion,Farm Operations,Sorting/Grading,0.87,278,1,25
2022,Maharashtra,Onion,Farm Operations,Packaging,0.08,278,1,25
2022,Maharashtra,Onion,Farm Operations,Farm level storage,0.76,278,1,25
2022,Maharashtra,Onion,Farm Operations,Transport,0.31,278,1,25
2022,Maharashtra,Onion,Market Operations,Godown,0.49,278,1,25
2022,Maharashtra,Onion,Market Operations,Wholesalers,0.75,278,1,25
2022,Maharashtra,Onion,Market Operations,Retailers,0.51,278,1,25
2022,Maharashtra,Onion,Market Operations,Processing unit,0.01,278,1,25
2022,Maharashtra,Onion,Market Operations,Transport,0.39,278,1,25
2022,Maharashtra,Onion,Market Operations,Total loss in market operations,2.15,278,1,25
2022,Maharashtra,Onion,Total,Overall total loss,6.78,278,1,25
2022,Maharashtra,Pigeon Pea,Farm Operations,Harvesting,1.56,278,1,28
2022,Maharashtra,Pigeon Pea,Farm Operations,Collection,0.37,278,1,28
2022,Maharashtra,Pigeon Pea,Farm Operations,Threshing,2.16,278,1,28
2022,Maharashtra,Pigeon Pea,Farm Operations,Winnowing/Cleaning,0.24,278,1,28
2022,Maharashtra,Pigeon Pea,Farm Operations,Drying,0.3,278,1,28
2022,Maharashtra,Pigeon Pea,Farm Operations,Packaging,0.25,278,1,28
2022,Maharashtra,Pigeon Pea,Farm Operations,Farm level storage,0.53,278,1,28
2022,Maharashtra,Pigeon Pea,Farm Operations,Transport,0.24,278,1,28
2022,Maharashtra,Pigeon Pea,Market Operations,Godown,0.16,278,1,28
2022,Maharashtra,Pigeon Pea,Market Operations,Wholesalers,0.14,278,1,28
2022,Maharashtra,Pigeon Pea,Market Operations,Retailers,0.2,278,1,28
2022,Maharashtra,Pigeon Pea,Market Operations,Processing unit,0.47,278,1,28
2022,Maharashtra,Pigeon Pea,Market Operations,Transport,0.3,278,1,28
2022,Maharashtra,Pigeon Pea,Market Operations,Total loss in market operations,1.26,278,1,28
2022,Maharashtra,Pigeon Pea,Total,Overall total loss,6.9,278,1,28
2022,Maharashtra,Poultry Meat,Farm Operations,Harvesting,1.31,278,1,30
2022,Maharashtra,Poultry Meat,Farm Operations,Collection,0.18,278,1,30
2022,Maharashtra,Poultry Meat,Farm Operations,Sorting/Grading,1.42,278,1,30
2022,Maharashtra,Poultry Meat,Farm Operations,Packaging,0.22,278,1,30
2022,Maharashtra,Poultry Meat,Farm Operations,Farm level storage,0.28,278,1,30
2022,Maharashtra,Poultry Meat,Farm Operations,Transport,0.31,278,1,30
2022,Maharashtra,Poultry Meat,Market Operations,Godown,0.13,278,1,30
2022,Maharashtra,Poultry Meat,Market Operations,Wholesalers,0.61,278,1,30
2022,Maharashtra,Poultry Meat,Market Operations,Retailers,0.7,278,1,30
2022,Maharashtra,Poultry Meat,Market Operations,Processing unit,0.09,278,1,30
2022,Maharashtra,Poultry Meat,Market Operations,Transport,0.76,278,1,30
2022,Maharashtra,Poultry Meat,Market Operations,Total loss in market operations,2.29,278,1,30
2022,Maharashtra,Sorghum,Farm Operations,Harvesting,1.71,278,1,34
2022,Maharashtra,Sorghum,Farm Operations,Collection,0.34,278,1,34
2022,Maharashtra,Sorghum,Farm Operations,Threshing,1.78,278,1,34
2022,Maharashtra,Sorghum,Farm Operations,Winnowing/Cleaning,0.38,278,1,34
2022,Maharashtra,Sorghum,Farm Operations,Drying,0.1,278,1,34
2022,Maharashtra,Sorghum,Farm Operations,Packaging,0.22,278,1,34
2022,Maharashtra,Sorghum,Farm Operations,Farm level storage,0.26,278,1,34
2022,Maharashtra,Sorghum,Farm Operations,Transport,0.13,278,1,34
2022,Maharashtra,Sorghum,Market Operations,Godown,0.04,278,1,34
2022,Maharashtra,Sorghum,Market Operations,Wholesalers,0.76,278,1,34
2022,Maharashtra,Sorghum,Market Operations,Retailers,0.21,278,1,34
2022,Maharashtra,Sorghum,Market Operations,Processing unit,0.02,278,1,34
2022,Maharashtra,Sorghum,Market Operations,Transport,0.2,278,1,34
2022,Maharashtra,Sorghum,Market Operations,Total loss in market operations,1.22,278,1,34
2022,Maharashtra,Sorghum,Total,Overall total loss,6.16,278,1,34
2022,Maharashtra,Sugarcane,Farm Operations,Harvesting,3.24,278,1,37
2022,Maharashtra,Sugarcane,Farm Operations,Collection,0.93,278,1,37
2022,Maharashtra,Sugarcane,Farm Operations,Threshing,1.44,278,1,37
2022,Maharashtra,Sugarcane,Farm Operations,Winnowing/Cleaning,0.13,278,1,37
2022,Maharashtra,Sugarcane,Farm Operations,Drying,0.15,278,1,37
2022,Maharashtra,Sugarcane,Farm Operations,Packaging,0.55,278,1,37
2022,Maharashtra,Sugarcane,Farm Operations,Farm level storage,0.86,278,1,37
2022,Maharashtra,Sugarcane,Farm Operations,Transport,0.28,278,1,37
2022,Maharashtra,Sugarcane,Market Operations,Godown,0.18,278,1,37
2022,Maharashtra,Sugarcane,Market Operations,Wholesalers,0.27,278,1,37
2022,Maharashtra,Sugarcane,Market Operations,Retailers,0.16,278,1,37
2022,Maharashtra,Sugarcane,Market Operations,Processing unit,0.51,278,1,37
2022,Maharashtra,Sugarcane,Market Operations,Transport,0.13,278,1,37
2022,Maharashtra,Sugarcane,Market Operations,Total loss in market operations,1.26,278,1,37
2022,Meghalaya,Tapioca,Farm Operations,Harvesting,1.15,279,1,5
2022,Meghalaya,Tapioca,Farm Operations,Collection,0.33,279,1,5
2022,Meghalaya,Tapioca,Farm Operations,Sorting/Grading,1.13,279,1,5
2022,Meghalaya,Tapioca,Farm Operations,Packaging,0.08,279,1,5
2022,Meghalaya,Tapioca,Farm Operations,Farm level storage,0.28,279,1,5
2022,Meghalaya,Tapioca,Farm Operations,Transport,0.53,279,1,5
2022,Meghalaya,Tapioca,Farm Operations,Total loss in farm operations,3.5,279,1,5
2022,Meghalaya,Tapioca,Market Operations,Wholesalers,0.35,279,1,5
2022,Meghalaya,Tapioca,Market Operations,Retailers,0.46,279,1,5
2022,Meghalaya,Tapioca,Market Operations,Processing unit,0.17,279,1,5
2022,Meghalaya,Tapioca,Market Operations,Transport,0.51,279,1,5
2022,Meghalaya,Tapioca,Market Operations,Total loss in market operations,1.49,279,1,5
2022,Meghalaya,Tapioca,Total,Overall total loss,4.99,279,1,5
2022,Meghalaya,Cashew,Farm Operations,Harvesting,1.79,279,1,8
2022,Meghalaya,Cashew,Farm Operations,Collection,0.3,279,1,8
2022,Meghalaya,Cashew,Farm Operations,Threshing,1.35,279,1,8
2022,Meghalaya,Cashew,Farm Operations,Drying,0.02,279,1,8
2022,Meghalaya,Cashew,Farm Operations,Farm level storage,0.07,279,1,8
2022,Meghalaya,Cashew,Farm Operations,Transport,0.02,279,1,8
2022,Meghalaya,Cashew,Farm Operations,Total loss in farm operations,3.888,279,1,8
2022,Meghalaya,Cashew,Market Operations,Godown,0.002,279,1,8
2022,Meghalaya,Cashew,Market Operations,Wholesalers,0.13,279,1,8
2022,Meghalaya,Cashew,Market Operations,Retailers,0.02,279,1,8
2022,Meghalaya,Cashew,Market Operations,Processing unit,0.28,279,1,8
2022,Meghalaya,Cashew,Market Operations,Transport,0.2,279,1,8
2022,Meghalaya,Cashew,Market Operations,Total loss in market operations,0.64,279,1,8
2022,Meghalaya,Cashew,Total,Overall total loss,4.53,279,1,8
2022,Odisha,Bottle gourd,Farm Operations,Harvesting,2.38,279,3,4
2022,Odisha,Bottle gourd,Farm Operations,Collection,0.69,279,3,4
2022,Odisha,Bottle gourd,Farm Operations,Sorting/Grading,1.66,279,3,4
2022,Odisha,Bottle gourd,Farm Operations,Packaging,0.12,279,3,4
2022,Odisha,Bottle gourd,Farm Operations,Farm level storage,0.1,279,3,4
2022,Odisha,Bottle gourd,Farm Operations,Transport,0.49,279,3,4
2022,Odisha,Bottle gourd,Farm Operations,Total loss in farm operations,5.44,279,3,4
2022,Odisha,Bottle gourd,Market Operations,Wholesalers,0.72,279,3,4
2022,Odisha,Bottle gourd,Market Operations,Retailers,0.57,279,3,4
2022,Odisha,Bottle gourd,Market Operations,Transport,0.84,279,3,4
2022,Odisha,Bottle gourd,Market Operations,Total loss in market operations,2.13,279,3,4
2022,Odisha,Bottle gourd,Total,Overall total loss,7.57,279,3,4
2022,Odisha,Cabbage,Farm Operations,Harvesting,1.35,279,3,9
2022,Odisha,Cabbage,Farm Operations,Collection,0.35,279,3,9
2022,Odisha,Cabbage,Farm Operations,Sorting/Grading,2.59,279,3,9
2022,Odisha,Cabbage,Farm Operations,Packaging,0.28,279,3,9
2022,Odisha,Cabbage,Farm Operations,Farm level storage,0.12,279,3,9
2022,Odisha,Cabbage,Farm Operations,Transport,0.74,279,3,9
2022,Odisha,Cabbage,Farm Operations,Total loss in farm operations,5.44,279,3,9
2022,Odisha,Cabbage,Market Operations,Godown,0.08,279,3,9
2022,Odisha,Cabbage,Market Operations,Wholesalers,0.78,279,3,9
2022,Odisha,Cabbage,Market Operations,Retailers,1.54,279,3,9
2022,Odisha,Cabbage,Market Operations,Processing unit,0.01,279,3,9
2022,Odisha,Cabbage,Market Operations,Transport,0.24,279,3,9
2022,Odisha,Cabbage,Market Operations,Total loss in market operations,2.65,279,3,9
2022,Odisha,Cabbage,Total,Overall total loss,8.08,279,3,9
2022,Odisha,Chickpea,Farm Operations,Harvesting,1.17,279,3,14
2022,Odisha,Chickpea,Farm Operations,Collection,0.8,279,3,14
2022,Odisha,Chickpea,Farm Operations,Threshing,1.59,279,3,14
2022,Odisha,Chickpea,Farm Operations,Winnowing/Cleaning,0.26,279,3,14
2022,Odisha,Chickpea,Farm Operations,Drying,0.55,279,3,14
2022,Odisha,Chickpea,Farm Operations,Packaging,0.16,279,3,14
2022,Odisha,Chickpea,Farm Operations,Farm level storage,0.17,279,3,14
2022,Odisha,Chickpea,Farm Operations,Transport,0.56,279,3,14
2022,Odisha,Chickpea,Farm Operations,Total loss in farm operations,5.25,279,3,14
2022,Odisha,Chickpea,Market Operations,Godown,0.02,279,3,14
2022,Odisha,Chickpea,Market Operations,Wholesalers,0.28,279,3,14
2022,Odisha,Chickpea,Market Operations,Retailers,0.12,279,3,14
2022,Odisha,Chickpea,Market Operations,Processing unit,0.13,279,3,14
2022,Odisha,Chickpea,Market Operations,Transport,0.28,279,3,14
2022,Odisha,Chickpea,Market Operations,Total loss in market operations,0.84,279,3,14
2022,Odisha,Chickpea,Total,Overall total loss,6.09,279,3,14
2022,Odisha,Greengram,Farm Operations,Harvesting,1.74,279,3,19
2022,Odisha,Greengram,Farm Operations,Collection,0.67,279,3,19
2022,Odisha,Greengram,Farm Operations,Threshing,1.45,279,3,19
2022,Odisha,Greengram,Farm Operations,Winnowing/Cleaning,0.34,279,3,19
2022,Odisha,Greengram,Farm Operations,Drying,0.31,279,3,19
2022,Odisha,Greengram,Farm Operations,Packaging,0.2,279,3,19
2022,Odisha,Greengram,Farm Operations,Transport,0.13,279,3,19
2022,Odisha,Greengram,Farm Operations,Total loss in farm operations,5.16,279,3,19
2022,Odisha,Greengram,Market Operations,Godown,0.33,279,3,19
2022,Odisha,Greengram,Market Operations,Wholesalers,0.31,279,3,19
2022,Odisha,Greengram,Market Operations,Retailers,0.02,279,3,19
2022,Odisha,Greengram,Market Operations,Processing unit,0.13,279,3,19
2022,Odisha,Greengram,Market Operations,Transport,0.16,279,3,19
2022,Odisha,Greengram,Market Operations,Total loss in market operations,0.94,279,3,19
2022,Odisha,Greengram,Total,Overall total loss,6.11,279,3,19
2022,Odisha,Marine fish,Farm Operations,Harvesting,6.47,280,1,4
2022,Odisha,Marine fish,Farm Operations,Collection,0.5,280,1,4
2022,Odisha,Marine fish,Farm Operations,Sorting/Grading,0.43,280,1,4
2022,Odisha,Marine fish,Farm Operations,Drying,0.12,280,1,4
2022,Odisha,Marine fish,Farm Operations,Packaging,0.01,280,1,4
2022,Odisha,Marine fish,Farm Operations,Transport,0.41,280,1,4
2022,Odisha,Marine fish,Market Operations,Godown,0.24,280,1,4
2022,Odisha,Marine fish,Market Operations,Wholesalers,0.61,280,1,4
2022,Odisha,Marine fish,Market Operations,Retailers,0.22,280,1,4
2022,Odisha,Marine fish,Market Operations,Processing unit,0.37,280,1,4
2022,Odisha,Marine fish,Market Operations,Transport,0.5,280,1,4
2022,Odisha,Marine fish,Market Operations,Total loss in market operations,1.94,280,1,4
2022,Odisha,Marine fish,Total,Overall total loss,9.89,280,1,4
2022,Odisha,Okra,Farm Operations,Harvesting,1.78,280,1,9
2022,Odisha,Okra,Farm Operations,Collection,0.34,280,1,9
2022,Odisha,Okra,Farm Operations,Sorting/Grading,1.08,280,1,9
2022,Odisha,Okra,Farm Operations,Packaging,0.15,280,1,9
2022,Odisha,Okra,Farm Operations,Farm level storage,0.16,280,1,9
2022,Odisha,Okra,Farm Operations,Transport,0.46,280,1,9
2022,Odisha,Okra,Market Operations,Wholesalers,0.89,280,1,9
