State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Haryana,SIRSA,2012,Kharif,Groundnut,1268.00,1500.00
Haryana,SIRSA,2012,Kharif,Maize,1.00,
Haryana,SIRSA,2012,Kharif,Moong(Green Gram),654.00,361.00
Haryana,SIRSA,2012,Kharif,Moth,154.00,63.00
Haryana,SIRSA,2012,Kharif,Rice,65218.00,230000.00
Haryana,SIRSA,2012,Kharif,Sesamum,90.00,49.00
Haryana,SIRSA,2012,Rabi,Barley,7827.00,31000.00
Haryana,SIRSA,2012,Rabi,Gram,5333.00,6000.00
Haryana,SIRSA,2012,Rabi,Masoor,14.00,13.00
Haryana,SIRSA,2012,Rabi,Rapeseed &Mustard,43319.00,71000.00
Haryana,SIRSA,2012,Rabi,Wheat,293495.00,1423000.00
Haryana,SIRSA,2012,Whole Year,Dry chillies,4.00,
Haryana,SIRSA,2012,Whole Year,Garlic,101.00,1000.00
Haryana,SIRSA,2012,Whole Year,Guar seed,78342.00,54839.00
Haryana,SIRSA,2012,Whole Year,Potato,76.00,1700.00
Haryana,SIRSA,2012,Whole Year,Sugarcane,117.00,
Haryana,SIRSA,2012,Whole Year,Turmeric,2.00,1.00
Haryana,SONIPAT,1997,Kharif,Bajra,9000.00,13000.00
Haryana,SONIPAT,1997,Kharif,Jowar,15000.00,4000.00
Haryana,SONIPAT,1997,Kharif,Other Kharif pulses,18000.00,30000.00
Haryana,SONIPAT,1997,Kharif,Rice,62000.00,130000.00
Haryana,SONIPAT,1997,Rabi,Barley,1000.00,3000.00
Haryana,SONIPAT,1997,Rabi,Wheat,123000.00,407000.00
Haryana,SONIPAT,1997,Whole Year,Cotton(lint),2000.00,3000.00
Haryana,SONIPAT,1997,Whole Year,Sugarcane,11000.00,580000.00
Haryana,SONIPAT,1998,Kharif,Arhar/Tur,2522.00,4100.00
Haryana,SONIPAT,1998,Kharif,Bajra,5619.00,7000.00
Haryana,SONIPAT,1998,Kharif,Cotton(lint),1056.00,1000.00
Haryana,SONIPAT,1998,Kharif,Jowar,13267.00,3000.00
Haryana,SONIPAT,1998,Kharif,Maize,188.00,
Haryana,SONIPAT,1998,Kharif,Rice,79400.00,133000.00
Haryana,SONIPAT,1998,Kharif,Sesamum,4.00,
Haryana,SONIPAT,1998,Rabi,Barley,444.00,
Haryana,SONIPAT,1998,Rabi,Gram,230.00,
Haryana,SONIPAT,1998,Rabi,Masoor,8.00,
Haryana,SONIPAT,1998,Rabi,Peas & beans (Pulses),138.00,200.00
Haryana,SONIPAT,1998,Rabi,Rapeseed &Mustard,5778.00,7000.00
Haryana,SONIPAT,1998,Rabi,Sunflower,6.00,
Haryana,SONIPAT,1998,Rabi,Wheat,133185.00,491000.00
Haryana,SONIPAT,1998,Whole Year,Dry chillies,188.00,100.00
Haryana,SONIPAT,1998,Whole Year,Onion,79.00,1200.00
Haryana,SONIPAT,1998,Whole Year,Potato,441.00,6600.00
Haryana,SONIPAT,1998,Whole Year,Sannhamp,36.00,
Haryana,SONIPAT,1998,Whole Year,Sugarcane,8853.00,470000.00
Haryana,SONIPAT,1999,Kharif,Arhar/Tur,2177.00,3200.00
Haryana,SONIPAT,1999,Kharif,Bajra,6756.00,7000.00
Haryana,SONIPAT,1999,Kharif,Cotton(lint),699.00,1000.00
Haryana,SONIPAT,1999,Kharif,Jowar,9403.00,2000.00
Haryana,SONIPAT,1999,Kharif,Maize,171.00,.00
Haryana,SONIPAT,1999,Kharif,Rice,77681.00,139000.00
Haryana,SONIPAT,1999,Kharif,Sesamum,4.00,.00
Haryana,SONIPAT,1999,Rabi,Barley,390.00,.00
Haryana,SONIPAT,1999,Rabi,Gram,142.00,.00
Haryana,SONIPAT,1999,Rabi,Masoor,16.00,
Haryana,SONIPAT,1999,Rabi,Peas & beans (Pulses),118.00,100.00
Haryana,SONIPAT,1999,Rabi,Rapeseed &Mustard,3648.00,3000.00
Haryana,SONIPAT,1999,Rabi,Sunflower,14.00,
Haryana,SONIPAT,1999,Rabi,Wheat,135699.00,577000.00
Haryana,SONIPAT,1999,Whole Year,Dry chillies,86.00,100.00
Haryana,SONIPAT,1999,Whole Year,Potato,444.00,7000.00
Haryana,SONIPAT,1999,Whole Year,Sugarcane,8128.00,440000.00
Haryana,SONIPAT,2000,Kharif,Arhar/Tur,1801.00,2600.00
Haryana,SONIPAT,2000,Kharif,Bajra,7627.00,12000.00
Haryana,SONIPAT,2000,Kharif,Cotton(lint),825.00,2000.00
Haryana,SONIPAT,2000,Kharif,Jowar,12290.00,4600.00
Haryana,SONIPAT,2000,Kharif,Maize,196.00,.00
Haryana,SONIPAT,2000,Kharif,Rice,77247.00,138000.00
Haryana,SONIPAT,2000,Kharif,Sesamum,9.00,.00
Haryana,SONIPAT,2000,Rabi,Barley,439.00,.00
Haryana,SONIPAT,2000,Rabi,Gram,159.00,.00
Haryana,SONIPAT,2000,Rabi,Masoor,16.00,.00
Haryana,SONIPAT,2000,Rabi,Peas & beans (Pulses),233.00,300.00
Haryana,SONIPAT,2000,Rabi,Rapeseed &Mustard,3751.00,4000.00
Haryana,SONIPAT,2000,Rabi,Sunflower,25.00,.00
Haryana,SONIPAT,2000,Rabi,Wheat,139454.00,558000.00
Haryana,SONIPAT,2000,Whole Year,Dry chillies,158.00,100.00
Haryana,SONIPAT,2000,Whole Year,Onion,147.00,2300.00
Haryana,SONIPAT,2000,Whole Year,Potato,406.00,6300.00
Haryana,SONIPAT,2000,Whole Year,Sannhamp,56.00,.00
Haryana,SONIPAT,2000,Whole Year,Sugarcane,8448.00,470000.00
Haryana,SONIPAT,2000,Whole Year,Sweet potato,53.00,1200.00
Haryana,SONIPAT,2001,Kharif,Arhar/Tur,1253.00,1800.00
Haryana,SONIPAT,2001,Kharif,Bajra,7672.00,11000.00
Haryana,SONIPAT,2001,Kharif,Cotton(lint),818.00,1000.00
Haryana,SONIPAT,2001,Kharif,Groundnut,2.00,.00
Haryana,SONIPAT,2001,Kharif,Jowar,12109.00,3000.00
Haryana,SONIPAT,2001,Kharif,Maize,247.00,.00
Haryana,SONIPAT,2001,Kharif,Moong(Green Gram),4.00,.00
Haryana,SONIPAT,2001,Kharif,Rice,78764.00,148000.00
Haryana,SONIPAT,2001,Kharif,Sesamum,3.00,.00
Haryana,SONIPAT,2001,Rabi,Gram,139.00,.00
Haryana,SONIPAT,2001,Rabi,Masoor,26.00,.00
Haryana,SONIPAT,2001,Rabi,Rapeseed &Mustard,4797.00,7000.00
Haryana,SONIPAT,2001,Rabi,Sunflower,25.00,
Haryana,SONIPAT,2001,Rabi,Wheat,135857.00,594000.00
Haryana,SONIPAT,2001,Whole Year,Dry chillies,96.00,200.00
Haryana,SONIPAT,2001,Whole Year,Onion,52.00,1000.00
Haryana,SONIPAT,2001,Whole Year,Potato,329.00,8700.00
Haryana,SONIPAT,2001,Whole Year,Sannhamp,18.00,.00
Haryana,SONIPAT,2001,Whole Year,Sugarcane,11641.00,610000.00
Haryana,SONIPAT,2001,Whole Year,Sweet potato,18.00,.00
Haryana,SONIPAT,2002,Kharif,Arhar/Tur,6174.00,9300.00
Haryana,SONIPAT,2002,Kharif,Bajra,2979.00,5000.00
Haryana,SONIPAT,2002,Kharif,Cotton(lint),2157.00,6000.00
Haryana,SONIPAT,2002,Kharif,Jowar,14147.00,3000.00
Haryana,SONIPAT,2002,Kharif,Maize,191.00,.00
Haryana,SONIPAT,2002,Kharif,Moong(Green Gram),63.00,.00
Haryana,SONIPAT,2002,Kharif,Moth,43.00,.00
Haryana,SONIPAT,2002,Kharif,Rice,43976.00,96000.00
Haryana,SONIPAT,2002,Kharif,Sesamum,314.00,100.00
Haryana,SONIPAT,2002,Kharif,Urad,6.00,.00
Haryana,SONIPAT,2002,Rabi,Barley,367.00,.00
Haryana,SONIPAT,2002,Rabi,Gram,180.00,.00
Haryana,SONIPAT,2002,Rabi,Masoor,32.00,.00
Haryana,SONIPAT,2002,Rabi,Peas & beans (Pulses),341.00,400.00
Haryana,SONIPAT,2002,Rabi,Rapeseed &Mustard,5267.00,5000.00
Haryana,SONIPAT,2002,Rabi,Wheat,131383.00,569000.00
Haryana,SONIPAT,2002,Whole Year,Banana,47.00,.00
Haryana,SONIPAT,2002,Whole Year,Mango,753.00,6100.00
Haryana,SONIPAT,2002,Whole Year,Onion,80.00,1900.00
Haryana,SONIPAT,2002,Whole Year,Other Vegetables,6555.00,73500.00
Haryana,SONIPAT,2002,Whole Year,Potato,360.00,9500.00
Haryana,SONIPAT,2002,Whole Year,Sannhamp,9.00,.00
Haryana,SONIPAT,2002,Whole Year,Sugarcane,18129.00,850000.00
Haryana,SONIPAT,2002,Whole Year,Sweet potato,10.00,200.00
Haryana,SONIPAT,2003,Kharif,Arhar/Tur,6311.00,7700.00
Haryana,SONIPAT,2003,Kharif,Bajra,6890.00,11000.00
Haryana,SONIPAT,2003,Kharif,Cotton(lint),1952.00,2000.00
Haryana,SONIPAT,2003,Kharif,Jowar,13518.00,4000.00
Haryana,SONIPAT,2003,Kharif,Maize,462.00,2000.00
Haryana,SONIPAT,2003,Kharif,Moong(Green Gram),23.00,.00
Haryana,SONIPAT,2003,Kharif,Rice,65954.00,149000.00
Haryana,SONIPAT,2003,Kharif,Sesamum,21.00,.00
Haryana,SONIPAT,2003,Kharif,Urad,21.00,.00
Haryana,SONIPAT,2003,Rabi,Barley,573.00,.00
Haryana,SONIPAT,2003,Rabi,Gram,206.00,.00
Haryana,SONIPAT,2003,Rabi,Masoor,21.00,.00
Haryana,SONIPAT,2003,Rabi,Peas & beans (Pulses),359.00,500.00
Haryana,SONIPAT,2003,Rabi,Rapeseed &Mustard,5453.00,7000.00
Haryana,SONIPAT,2003,Rabi,Sunflower,9.00,.00
Haryana,SONIPAT,2003,Rabi,Wheat,132721.00,504000.00
Haryana,SONIPAT,2003,Whole Year,Banana,43.00,.00
Haryana,SONIPAT,2003,Whole Year,Dry chillies,19.00,100.00
Haryana,SONIPAT,2003,Whole Year,Mango,400.00,11.00
Haryana,SONIPAT,2003,Whole Year,Onion,59.00,1400.00
Haryana,SONIPAT,2003,Whole Year,Other Fresh Fruits,621.00,8600.00
Haryana,SONIPAT,2003,Whole Year,Other Vegetables,2505.00,28000.00
Haryana,SONIPAT,2003,Whole Year,Potato,386.00,10200.00
Haryana,SONIPAT,2003,Whole Year,Sannhamp,14.00,.00
Haryana,SONIPAT,2003,Whole Year,Sugarcane,15588.00,830000.00
Haryana,SONIPAT,2003,Whole Year,Sweet potato,21.00,500.00
Haryana,SONIPAT,2004,Kharif,Arhar/Tur,6311.00,7300.00
Haryana,SONIPAT,2004,Kharif,Bajra,6890.00,11000.00
Haryana,SONIPAT,2004,Kharif,Cotton(lint),1952.00,7000.00
Haryana,SONIPAT,2004,Kharif,Jowar,13518.00,4000.00
Haryana,SONIPAT,2004,Kharif,Maize,462.00,2000.00
Haryana,SONIPAT,2004,Kharif,Moong(Green Gram),23.00,
Haryana,SONIPAT,2004,Kharif,Rice,65954.00,124000.00
Haryana,SONIPAT,2004,Kharif,Sesamum,21.00,
Haryana,SONIPAT,2004,Kharif,Urad,21.00,
Haryana,SONIPAT,2004,Rabi,Barley,573.00,3000.00
Haryana,SONIPAT,2004,Rabi,Gram,206.00,
Haryana,SONIPAT,2004,Rabi,Masoor,21.00,
Haryana,SONIPAT,2004,Rabi,Peas & beans (Pulses),359.00,500.00
Haryana,SONIPAT,2004,Rabi,Rapeseed &Mustard,5453.00,6000.00
Haryana,SONIPAT,2004,Rabi,Sunflower,9.00,100.00
Haryana,SONIPAT,2004,Rabi,Wheat,132721.00,529000.00
Haryana,SONIPAT,2004,Whole Year,Dry chillies,19.00,200.00
Haryana,SONIPAT,2004,Whole Year,Onion,59.00,1400.00
Haryana,SONIPAT,2004,Whole Year,Potato,387.00,10200.00
Haryana,SONIPAT,2004,Whole Year,Sannhamp,14.00,
Haryana,SONIPAT,2004,Whole Year,Sugarcane,15588.00,930000.00
Haryana,SONIPAT,2004,Whole Year,Sweet potato,21.00,400.00
Haryana,SONIPAT,2005,Kharif,Arhar/Tur,6929.00,8000.00
Haryana,SONIPAT,2005,Kharif,Bajra,6989.00,11000.00
Haryana,SONIPAT,2005,Kharif,Cotton(lint),2170.00,4000.00
Haryana,SONIPAT,2005,Kharif,Jowar,13238.00,4000.00
Haryana,SONIPAT,2005,Kharif,Maize,617.00,2000.00
Haryana,SONIPAT,2005,Kharif,Moong(Green Gram),172.00,
Haryana,SONIPAT,2005,Kharif,Rice,71450.00,167000.00
Haryana,SONIPAT,2005,Kharif,Sesamum,125.00,100.00
Haryana,SONIPAT,2005,Kharif,Urad,153.00,100.00
Haryana,SONIPAT,2005,Rabi,Barley,674.00,3000.00
Haryana,SONIPAT,2005,Rabi,Gram,172.00,
Haryana,SONIPAT,2005,Rabi,Masoor,21.00,
Haryana,SONIPAT,2005,Rabi,Peas & beans (Pulses),266.00,400.00
Haryana,SONIPAT,2005,Rabi,Rapeseed &Mustard,6231.00,7000.00
Haryana,SONIPAT,2005,Rabi,Wheat,142019.00,571000.00
Haryana,SONIPAT,2005,Whole Year,Dry chillies,154.00,100.00
Haryana,SONIPAT,2005,Whole Year,Onion,176.00,4200.00
Haryana,SONIPAT,2005,Whole Year,Potato,603.00,15900.00
Haryana,SONIPAT,2005,Whole Year,Sannhamp,129.00,100.00
Haryana,SONIPAT,2005,Whole Year,Sugarcane,12781.00,860000.00
Haryana,SONIPAT,2005,Whole Year,Sweet potato,89.00,1700.00
Haryana,SONIPAT,2006,Kharif,Arhar/Tur,5009.00,5800.00
Haryana,SONIPAT,2006,Kharif,Bajra,8774.00,18000.00
Haryana,SONIPAT,2006,Kharif,Cotton(lint),1443.00,2000.00
Haryana,SONIPAT,2006,Kharif,Jowar,11456.00,3000.00
Haryana,SONIPAT,2006,Kharif,Maize,195.00,
Haryana,SONIPAT,2006,Kharif,Moong(Green Gram),248.00,100.00
Haryana,SONIPAT,2006,Kharif,Moth,6.00,
Haryana,SONIPAT,2006,Kharif,Rice,67865.00,178000.00
Haryana,SONIPAT,2006,Kharif,Sesamum,105.00,
Haryana,SONIPAT,2006,Kharif,Urad,114.00,100.00
Haryana,SONIPAT,2006,Rabi,Barley,358.00,
Haryana,SONIPAT,2006,Rabi,Gram,102.00,
Haryana,SONIPAT,2006,Rabi,Rapeseed &Mustard,5130.00,7000.00
Haryana,SONIPAT,2006,Rabi,Wheat,140675.00,641000.00
Haryana,SONIPAT,2006,Whole Year,Dry chillies,122.00,100.00
Haryana,SONIPAT,2006,Whole Year,Onion,45.00,800.00
Haryana,SONIPAT,2006,Whole Year,Potato,275.00,6600.00
Haryana,SONIPAT,2006,Whole Year,Sannhamp,75.00,
Haryana,SONIPAT,2006,Whole Year,Sugarcane,13056.00,997000.00
Haryana,SONIPAT,2007,Kharif,Arhar/Tur,6652.00,7000.00
Haryana,SONIPAT,2007,Kharif,Bajra,10583.00,20000.00
Haryana,SONIPAT,2007,Kharif,Cotton(lint),1098.00,4000.00
Haryana,SONIPAT,2007,Kharif,Jowar,11253.00,5000.00
Haryana,SONIPAT,2007,Kharif,Maize,711.00,3000.00
Haryana,SONIPAT,2007,Kharif,Moong(Green Gram),266.00,100.00
Haryana,SONIPAT,2007,Kharif,Rice,71325.00,192000.00
Haryana,SONIPAT,2007,Kharif,Sesamum,114.00,
Haryana,SONIPAT,2007,Kharif,Urad,129.00,100.00
Haryana,SONIPAT,2007,Rabi,Barley,236.00,
Haryana,SONIPAT,2007,Rabi,Gram,62.00,
Haryana,SONIPAT,2007,Rabi,Masoor,14.00,
Haryana,SONIPAT,2007,Rabi,Peas & beans (Pulses),50.00,100.00
Haryana,SONIPAT,2007,Rabi,Rapeseed &Mustard,3192.00,3000.00
Haryana,SONIPAT,2007,Rabi,Wheat,141206.00,605000.00
Haryana,SONIPAT,2007,Whole Year,Dry chillies,150.00,1000.00
Haryana,SONIPAT,2007,Whole Year,Onion,23.00,400.00
Haryana,SONIPAT,2007,Whole Year,Potato,281.00,5300.00
Haryana,SONIPAT,2007,Whole Year,Sannhamp,60.00,
Haryana,SONIPAT,2007,Whole Year,Sugarcane,11104.00,760000.00
Haryana,SONIPAT,2007,Whole Year,Sweet potato,5.00,100.00
Haryana,SONIPAT,2008,Kharif,Arhar/Tur,5495.00,5800.00
Haryana,SONIPAT,2008,Kharif,Bajra,9241.00,18000.00
Haryana,SONIPAT,2008,Kharif,Cotton(lint),582.00,
Haryana,SONIPAT,2008,Kharif,Jowar,11140.00,6000.00
Haryana,SONIPAT,2008,Kharif,Maize,276.00,600.00
Haryana,SONIPAT,2008,Kharif,Moong(Green Gram),26.00,
Haryana,SONIPAT,2008,Kharif,Rice,92641.00,186000.00
Haryana,SONIPAT,2008,Kharif,Sesamum,49.00,
Haryana,SONIPAT,2008,Kharif,Urad,3.00,
Haryana,SONIPAT,2008,Rabi,Barley,340.00,
Haryana,SONIPAT,2008,Rabi,Gram,55.00,
Haryana,SONIPAT,2008,Rabi,Peas & beans (Pulses),13.00,
Haryana,SONIPAT,2008,Rabi,Rapeseed &Mustard,2361.00,3000.00
Haryana,SONIPAT,2008,Rabi,Wheat,143617.00,693000.00
Haryana,SONIPAT,2008,Whole Year,Dry chillies,64.00,600.00
Haryana,SONIPAT,2008,Whole Year,Onion,28.00,600.00
Haryana,SONIPAT,2008,Whole Year,Potato,801.00,18200.00
Haryana,SONIPAT,2008,Whole Year,Sannhamp,23.00,
Haryana,SONIPAT,2008,Whole Year,Sugarcane,5784.00,395000.00
Haryana,SONIPAT,2009,Kharif,Arhar/Tur,4171.00,4400.00
Haryana,SONIPAT,2009,Kharif,Bajra,12521.00,27000.00
Haryana,SONIPAT,2009,Kharif,Cotton(lint),579.00,2000.00
Haryana,SONIPAT,2009,Kharif,Jowar,10362.00,50.00
Haryana,SONIPAT,2009,Kharif,Maize,1200.00,2000.00
Haryana,SONIPAT,2009,Kharif,Moong(Green Gram),115.00,100.00
Haryana,SONIPAT,2009,Kharif,Rice,90214.00,219000.00
Haryana,SONIPAT,2009,Kharif,Sesamum,27.00,
Haryana,SONIPAT,2009,Rabi,Barley,185.00,
Haryana,SONIPAT,2009,Rabi,Gram,34.00,
Haryana,SONIPAT,2009,Rabi,Masoor,2.00,
Haryana,SONIPAT,2009,Rabi,Peas & beans (Pulses),78.00,100.00
Haryana,SONIPAT,2009,Rabi,Wheat,141427.00,610000.00
Haryana,SONIPAT,2009,Whole Year,Dry chillies,72.00,100.00
Haryana,SONIPAT,2009,Whole Year,Onion,61.00,1100.00
Haryana,SONIPAT,2009,Whole Year,Potato,834.00,16800.00
Haryana,SONIPAT,2009,Whole Year,Sugarcane,3718.00,303000.00
Haryana,SONIPAT,2009,Whole Year,Sweet potato,1.00,
Haryana,SONIPAT,2010,Kharif,Arhar/Tur,2707.00,2800.00
Haryana,SONIPAT,2010,Kharif,Bajra,13301.00,24000.00
Haryana,SONIPAT,2010,Kharif,Cotton(lint),357.00,
Haryana,SONIPAT,2010,Kharif,Jowar,9450.00,5000.00
Haryana,SONIPAT,2010,Kharif,Maize,516.00,2000.00
Haryana,SONIPAT,2010,Kharif,Moong(Green Gram),230.00,100.00
Haryana,SONIPAT,2010,Kharif,Rice,93752.00,202000.00
Haryana,SONIPAT,2010,Kharif,Sesamum,16.00,
Haryana,SONIPAT,2010,Rabi,Barley,122.00,
Haryana,SONIPAT,2010,Rabi,Gram,33.00,
Haryana,SONIPAT,2010,Rabi,Peas & beans (Pulses),17.00,
Haryana,SONIPAT,2010,Rabi,Rapeseed &Mustard,2688.00,5000.00
Haryana,SONIPAT,2010,Rabi,Wheat,143694.00,669000.00
Haryana,SONIPAT,2010,Whole Year,Dry chillies,91.00,900.00
Haryana,SONIPAT,2010,Whole Year,Onion,30.00,700.00
Haryana,SONIPAT,2010,Whole Year,Potato,221.00,6000.00
Haryana,SONIPAT,2010,Whole Year,Sannhamp,24.00,
Haryana,SONIPAT,2010,Whole Year,Sugarcane,5733.00,50000.00
Haryana,SONIPAT,2010,Whole Year,Sweet potato,3.00,
Haryana,SONIPAT,2011,Kharif,Arhar/Tur,1988.00,2100.00
Haryana,SONIPAT,2011,Kharif,Bajra,11367.00,25000.00
Haryana,SONIPAT,2011,Kharif,Cotton(lint),804.00,4000.00
Haryana,SONIPAT,2011,Kharif,Jowar,7530.00,4000.00
Haryana,SONIPAT,2011,Kharif,Maize,557.00,3000.00
Haryana,SONIPAT,2011,Kharif,Moong(Green Gram),28.00,
Haryana,SONIPAT,2011,Kharif,Rice,94753.00,229000.00
Haryana,SONIPAT,2011,Kharif,Sannhamp,11.00,
Haryana,SONIPAT,2011,Kharif,Sesamum,11.00,
Haryana,SONIPAT,2011,Rabi,Barley,185.00,
Haryana,SONIPAT,2011,Rabi,Gram,16.00,
Haryana,SONIPAT,2011,Rabi,Peas & beans (Pulses),44.00,
Haryana,SONIPAT,2011,Rabi,Rapeseed &Mustard,2291.00,3000.00
Haryana,SONIPAT,2011,Rabi,Wheat,162264.00,894000.00
Haryana,SONIPAT,2011,Whole Year,Onion,64.00,700.00
Haryana,SONIPAT,2011,Whole Year,Potato,763.00,14500.00
Haryana,SONIPAT,2011,Whole Year,Sugarcane,7876.00,64000.00
Haryana,SONIPAT,2011,Whole Year,Sweet potato,1.00,
Haryana,SONIPAT,2012,Kharif,Arhar/Tur,1184.00,1362.00
Haryana,SONIPAT,2012,Kharif,Bajra,8441.00,19000.00
Haryana,SONIPAT,2012,Kharif,Cotton(lint),1987.00,9000.00
Haryana,SONIPAT,2012,Kharif,Jowar,7655.00,4000.00
Haryana,SONIPAT,2012,Kharif,Maize,497.00,3000.00
Haryana,SONIPAT,2012,Kharif,Moong(Green Gram),20.00,1.00
Haryana,SONIPAT,2012,Kharif,Rice,88355.00,216000.00
Haryana,SONIPAT,2012,Kharif,Sesamum,4.00,
Haryana,SONIPAT,2012,Rabi,Barley,176.00,
Haryana,SONIPAT,2012,Rabi,Rapeseed &Mustard,2435.00,3000.00
Haryana,SONIPAT,2012,Rabi,Wheat,141805.00,642000.00
Haryana,SONIPAT,2012,Whole Year,Dry chillies,38.00,600.00
Haryana,SONIPAT,2012,Whole Year,Guar seed,523.00,261.00
Haryana,SONIPAT,2012,Whole Year,Onion,98.00,2700.00
Haryana,SONIPAT,2012,Whole Year,Potato,647.00,16600.00
Haryana,SONIPAT,2012,Whole Year,Sugarcane,9084.00,624000.00
Haryana,YAMUNANAGAR,1997,Kharif,Bajra,1000.00,1000.00
Haryana,YAMUNANAGAR,1997,Kharif,Maize,3000.00,6000.00
Haryana,YAMUNANAGAR,1997,Kharif,Other Kharif pulses,600.00,300.00
Haryana,YAMUNANAGAR,1997,Kharif,Rice,54000.00,168000.00
Haryana,YAMUNANAGAR,1997,Rabi,Gram,1000.00,1000.00
Haryana,YAMUNANAGAR,1997,Rabi,Other  Rabi pulses,31000.00,19000.00
Haryana,YAMUNANAGAR,1997,Rabi,Wheat,63000.00,204000.00
Haryana,YAMUNANAGAR,1997,Whole Year,Sugarcane,41000.00,2410000.00
Haryana,YAMUNANAGAR,1998,Kharif,Arhar/Tur,67.00,100.00
Haryana,YAMUNANAGAR,1998,Kharif,Bajra,1197.00,1000.00
Haryana,YAMUNANAGAR,1998,Kharif,Cotton(lint),102.00,
Haryana,YAMUNANAGAR,1998,Kharif,Groundnut,226.00,200.00
Haryana,YAMUNANAGAR,1998,Kharif,Maize,1829.00,4000.00
Haryana,YAMUNANAGAR,1998,Kharif,Rice,58461.00,130000.00
Haryana,YAMUNANAGAR,1998,Kharif,Sesamum,7.00,
Haryana,YAMUNANAGAR,1998,Kharif,Urad,274.00,100.00
Haryana,YAMUNANAGAR,1998,Rabi,Barley,60.00,
Haryana,YAMUNANAGAR,1998,Rabi,Gram,289.00,
Haryana,YAMUNANAGAR,1998,Rabi,Masoor,2932.00,2000.00
Haryana,YAMUNANAGAR,1998,Rabi,Peas & beans (Pulses),56.00,100.00
Haryana,YAMUNANAGAR,1998,Rabi,Rapeseed &Mustard,1142.00,1000.00
Haryana,YAMUNANAGAR,1998,Rabi,Sunflower,1885.00,2800.00
Haryana,YAMUNANAGAR,1998,Rabi,Wheat,63403.00,252000.00
Haryana,YAMUNANAGAR,1998,Whole Year,Dry chillies,16.00,
Haryana,YAMUNANAGAR,1998,Whole Year,Onion,172.00,2600.00
Haryana,YAMUNANAGAR,1998,Whole Year,Potato,1479.00,21600.00
Haryana,YAMUNANAGAR,1998,Whole Year,Sugarcane,40927.00,2370000.00
Haryana,YAMUNANAGAR,1999,Kharif,Arhar/Tur,11.00,.00
Haryana,YAMUNANAGAR,1999,Kharif,Bajra,1181.00,1000.00
Haryana,YAMUNANAGAR,1999,Kharif,Cotton(lint),33.00,
Haryana,YAMUNANAGAR,1999,Kharif,Groundnut,155.00,100.00
Haryana,YAMUNANAGAR,1999,Kharif,Maize,1423.00,3000.00
Haryana,YAMUNANAGAR,1999,Kharif,Rice,54804.00,160000.00
Haryana,YAMUNANAGAR,1999,Kharif,Sesamum,12.00,.00
Haryana,YAMUNANAGAR,1999,Kharif,Urad,316.00,1.00
Haryana,YAMUNANAGAR,1999,Rabi,Barley,937.00,3000.00
Haryana,YAMUNANAGAR,1999,Rabi,Gram,215.00,.00
Haryana,YAMUNANAGAR,1999,Rabi,Masoor,2258.00,1700.00
Haryana,YAMUNANAGAR,1999,Rabi,Peas & beans (Pulses),2.00,.00
Haryana,YAMUNANAGAR,1999,Rabi,Rapeseed &Mustard,1514.00,2000.00
Haryana,YAMUNANAGAR,1999,Rabi,Sunflower,620.00,900.00
Haryana,YAMUNANAGAR,1999,Rabi,Wheat,63231.00,261000.00
Haryana,YAMUNANAGAR,1999,Whole Year,Dry chillies,26.00,
Haryana,YAMUNANAGAR,1999,Whole Year,Onion,275.00,3900.00
Haryana,YAMUNANAGAR,1999,Whole Year,Potato,1490.00,23400.00
Haryana,YAMUNANAGAR,1999,Whole Year,Sugarcane,40852.00,2290000.00
Haryana,YAMUNANAGAR,2000,Kharif,Arhar/Tur,7.00,.00
Haryana,YAMUNANAGAR,2000,Kharif,Bajra,1498.00,1000.00
Haryana,YAMUNANAGAR,2000,Kharif,Cotton(lint),11.00,.00
Haryana,YAMUNANAGAR,2000,Kharif,Dry ginger,2.00,
Haryana,YAMUNANAGAR,2000,Kharif,Groundnut,60.00,100.00
Haryana,YAMUNANAGAR,2000,Kharif,Maize,1629.00,4000.00
Haryana,YAMUNANAGAR,2000,Kharif,Moong(Green Gram),1.00,.00
Haryana,YAMUNANAGAR,2000,Kharif,Other Kharif pulses,372.00,100.00
Haryana,YAMUNANAGAR,2000,Kharif,Rice,55512.00,164000.00
Haryana,YAMUNANAGAR,2000,Kharif,Sesamum,47.00,.00
Haryana,YAMUNANAGAR,2000,Kharif,Urad,79.00,.00
Haryana,YAMUNANAGAR,2000,Rabi,Barley,58.00,.00
Haryana,YAMUNANAGAR,2000,Rabi,Gram,210.00,.00
Haryana,YAMUNANAGAR,2000,Rabi,Masoor,1992.00,1500.00
Haryana,YAMUNANAGAR,2000,Rabi,Peas & beans (Pulses),21.00,.00
Haryana,YAMUNANAGAR,2000,Rabi,Rapeseed &Mustard,995.00,1000.00
Haryana,YAMUNANAGAR,2000,Rabi,Sunflower,104.00,100.00
Haryana,YAMUNANAGAR,2000,Rabi,Wheat,61792.00,230000.00
Haryana,YAMUNANAGAR,2000,Whole Year,Dry chillies,14.00,.00
Haryana,YAMUNANAGAR,2000,Whole Year,Onion,85.00,1400.00
Haryana,YAMUNANAGAR,2000,Whole Year,Potato,1035.00,16200.00
Haryana,YAMUNANAGAR,2000,Whole Year,Sugarcane,43876.00,2450000.00
Haryana,YAMUNANAGAR,2000,Whole Year,Turmeric,175.00,.00
